idade,area_atual,horas_disponiveis,nivel_logica,nivel_ingles,area_recomendada,tempo_estimado_semanas
55,Vendas,26,2,6,Product Management,47
55,Direito,15,1,10,Cybersecurity,57
48,Saúde,31,1,2,UX/UI Design,48
46,Educação,11,8,7,Data Science,58
30,Vendas,34,2,6,Product Management,40
36,Atendimento,24,10,2,Data Science,46
46,Engenharia,16,5,7,Desenvolvimento Full Stack,58
55,Atendimento,40,6,10,Desenvolvimento Full Stack,29
22,Vendas,8,5,9,Desenvolvimento Full Stack,60
30,Direito,15,7,9,Desenvolvimento Full Stack,51
23,Atendimento,25,8,2,Data Science,45
45,Direito,34,4,2,Cybersecurity,45
21,Saúde,26,7,4,UX/UI Design,45
42,Engenharia,14,4,4,UX/UI Design,53
40,Direito,17,4,2,Cybersecurity,51
34,Saúde,40,6,5,UX/UI Design,38
36,Direito,26,3,7,Cybersecurity,52
30,Direito,7,5,8,Desenvolvimento Full Stack,58
46,Atendimento,22,10,3,Data Science,42
29,Vendas,23,8,10,Data Science,45
31,Atendimento,25,6,5,Cybersecurity,43
50,Atendimento,36,1,6,Cybersecurity,43
51,Vendas,10,8,1,Data Science,52
18,Educação,8,2,7,UX/UI Design,68
27,Administração,24,6,7,Desenvolvimento Full Stack,50
36,Engenharia,14,7,3,UX/UI Design,56
46,Engenharia,34,6,8,Desenvolvimento Full Stack,40
51,Educação,11,10,9,Data Science,49
28,Engenharia,12,7,1,UX/UI Design,59
28,Administração,5,10,2,Data Science,55
37,Vendas,18,6,5,UX/UI Design,56
19,Administração,37,10,5,Data Science,27
42,Engenharia,7,4,4,UX/UI Design,66
42,Administração,40,8,9,Data Science,36
47,Engenharia,37,1,8,UX/UI Design,43
18,Vendas,10,7,10,Desenvolvimento Full Stack,61
34,Atendimento,8,2,10,Cybersecurity,65
54,Direito,39,7,5,Cybersecurity,33
55,Administração,26,7,8,Desenvolvimento Full Stack,40
25,Atendimento,6,8,3,Data Science,58
50,Vendas,33,5,4,UX/UI Design,39
36,Vendas,26,3,7,Product Management,49
31,Saúde,29,1,6,UX/UI Design,49
39,Vendas,36,10,4,Data Science,35
25,Atendimento,33,6,1,Cybersecurity,40
29,Vendas,34,7,5,UX/UI Design,38
22,Educação,38,8,2,Data Science,35
26,Engenharia,30,10,5,Data Science,42
23,Educação,36,8,7,Data Science,34
25,Administração,35,4,10,Product Management,40
28,Vendas,33,2,7,Product Management,48
41,Engenharia,38,6,1,UX/UI Design,37
34,Administração,21,2,9,Product Management,54
51,Engenharia,15,6,6,UX/UI Design,58
33,Atendimento,31,4,3,Cybersecurity,42
40,Educação,38,7,3,UX/UI Design,40
43,Atendimento,37,3,7,Cybersecurity,36
46,Vendas,19,3,7,Product Management,58
25,Vendas,29,7,6,UX/UI Design,46
49,Direito,14,4,8,Cybersecurity,54
50,Educação,11,5,3,UX/UI Design,57
34,Educação,19,6,7,Desenvolvimento Full Stack,49
21,Direito,25,7,3,Cybersecurity,50
29,Administração,33,3,1,Product Management,47
20,Saúde,38,7,5,UX/UI Design,35
50,Atendimento,7,9,2,Data Science,62
55,Saúde,19,4,2,UX/UI Design,55
42,Vendas,17,5,4,UX/UI Design,57
44,Administração,13,3,3,Product Management,59
25,Direito,38,10,10,Data Science,35
29,Educação,5,9,4,Data Science,58
55,Engenharia,9,9,1,Data Science,54
33,Vendas,28,8,5,Data Science,39
32,Administração,28,4,8,Product Management,47
39,Direito,17,6,5,Cybersecurity,56
41,Vendas,39,5,6,UX/UI Design,35
19,Administração,26,4,5,Product Management,44
44,Saúde,29,6,6,UX/UI Design,40
50,Atendimento,18,6,6,Cybersecurity,54
47,Atendimento,30,3,10,Cybersecurity,43
55,Vendas,21,6,7,Desenvolvimento Full Stack,53
37,Engenharia,9,1,4,UX/UI Design,65
46,Saúde,18,8,6,Data Science,49
55,Educação,22,1,7,UX/UI Design,50
27,Direito,40,8,3,Data Science,35
49,Saúde,21,6,1,UX/UI Design,48
53,Vendas,24,8,1,Data Science,47
31,Direito,23,4,9,Cybersecurity,51
41,Administração,39,6,5,UX/UI Design,36
28,Saúde,39,4,2,UX/UI Design,39
54,Vendas,32,2,4,Product Management,41
25,Vendas,30,1,1,Product Management,44
36,Direito,29,6,10,Desenvolvimento Full Stack,45
46,Engenharia,11,8,10,Data Science,52
25,Atendimento,23,7,5,Cybersecurity,46
45,Educação,5,1,4,UX/UI Design,66
27,Saúde,17,8,8,Data Science,47
25,Atendimento,22,9,6,Data Science,42
24,Administração,32,1,6,Product Management,45
32,Administração,14,10,8,Data Science,54
20,Engenharia,16,5,6,UX/UI Design,54
25,Atendimento,8,7,7,Desenvolvimento Full Stack,56
41,Vendas,9,1,3,Product Management,62
45,Administração,17,6,6,UX/UI Design,50
53,Engenharia,21,3,4,UX/UI Design,58
23,Engenharia,11,9,7,Data Science,59
30,Direito,40,3,4,Cybersecurity,38
51,Vendas,17,8,3,Data Science,49
27,Saúde,37,3,4,UX/UI Design,42
22,Vendas,27,7,9,Desenvolvimento Full Stack,45
39,Saúde,16,7,10,Desenvolvimento Full Stack,54
35,Engenharia,18,6,6,UX/UI Design,52
49,Educação,20,3,8,UX/UI Design,55
48,Saúde,28,5,9,Desenvolvimento Full Stack,41
44,Direito,30,9,7,Data Science,38
50,Saúde,15,5,5,UX/UI Design,60
36,Direito,36,2,4,Cybersecurity,39
55,Direito,17,8,6,Data Science,53
43,Saúde,30,4,8,UX/UI Design,42
18,Saúde,13,9,4,Data Science,51
51,Vendas,34,2,3,Product Management,46
40,Educação,25,1,4,UX/UI Design,52
47,Vendas,10,10,4,Data Science,50
31,Direito,27,8,2,Data Science,46
18,Administração,24,6,7,Desenvolvimento Full Stack,43
45,Administração,5,9,3,Data Science,57
21,Atendimento,29,10,3,Data Science,34
36,Engenharia,21,6,7,Desenvolvimento Full Stack,54
27,Saúde,21,7,2,UX/UI Design,46
44,Vendas,38,1,10,Product Management,37
50,Atendimento,26,8,9,Data Science,41
37,Vendas,10,1,1,Product Management,67
41,Engenharia,19,4,2,UX/UI Design,53
33,Direito,26,4,6,Cybersecurity,50
32,Administração,25,6,6,UX/UI Design,43
52,Educação,28,5,5,UX/UI Design,48
55,Vendas,36,9,10,Data Science,31
44,Direito,5,1,7,Cybersecurity,66
51,Saúde,11,9,4,Data Science,57
48,Engenharia,20,6,6,UX/UI Design,54
43,Saúde,39,1,6,UX/UI Design,46
27,Educação,40,6,5,UX/UI Design,29
43,Saúde,32,6,1,UX/UI Design,38
43,Administração,37,6,9,Desenvolvimento Full Stack,35
19,Vendas,32,4,8,Product Management,39
20,Administração,11,9,4,Data Science,57
27,Atendimento,5,8,2,Data Science,58
25,Atendimento,36,2,5,Cybersecurity,41
49,Atendimento,10,10,5,Data Science,52
47,Administração,15,3,8,Product Management,54
29,Engenharia,35,10,8,Data Science,31
20,Administração,16,9,2,Data Science,51
22,Administração,39,4,10,Product Management,40
54,Engenharia,32,6,5,UX/UI Design,43
23,Educação,7,8,5,Data Science,57
33,Vendas,24,10,1,Data Science,39
36,Administração,19,2,5,Product Management,61
41,Educação,7,2,5,UX/UI Design,62
29,Educação,20,10,5,Data Science,44
43,Atendimento,25,7,5,Cybersecurity,47
23,Saúde,6,5,5,UX/UI Design,62
33,Direito,14,4,5,Cybersecurity,56
37,Administração,32,2,5,Product Management,49
27,Educação,25,4,8,UX/UI Design,46
19,Vendas,33,6,8,Desenvolvimento Full Stack,41
49,Vendas,13,5,1,UX/UI Design,58
43,Engenharia,30,4,2,UX/UI Design,49
48,Atendimento,40,4,5,Cybersecurity,39
54,Administração,19,10,9,Data Science,46
50,Direito,8,5,6,Cybersecurity,63
36,Engenharia,29,7,8,Desenvolvimento Full Stack,44
33,Educação,39,7,4,UX/UI Design,35
43,Administração,33,4,7,Product Management,38
33,Vendas,24,3,3,Product Management,47
33,Saúde,6,4,9,UX/UI Design,66
36,Saúde,16,4,5,UX/UI Design,57
52,Vendas,13,5,8,Desenvolvimento Full Stack,56
32,Educação,10,1,5,UX/UI Design,60
35,Engenharia,22,2,8,UX/UI Design,55
45,Educação,5,10,7,Data Science,62
30,Atendimento,16,9,9,Data Science,55
24,Educação,23,8,5,Data Science,44
18,Vendas,10,3,2,Product Management,64
55,Direito,6,6,2,Cybersecurity,62
24,Vendas,30,4,5,Product Management,48
19,Atendimento,18,9,5,Data Science,49
44,Direito,37,6,8,Desenvolvimento Full Stack,37
45,Educação,39,9,8,Data Science,32
18,Administração,25,6,10,Desenvolvimento Full Stack,46
53,Direito,23,3,1,Cybersecurity,50
39,Direito,13,4,6,Cybersecurity,56
47,Direito,8,8,9,Data Science,58
18,Direito,11,8,9,Data Science,53
40,Educação,35,1,10,UX/UI Design,43
37,Direito,27,8,3,Data Science,44
22,Administração,31,9,1,Data Science,33
39,Engenharia,32,9,9,Data Science,33
49,Vendas,39,6,9,Desenvolvimento Full Stack,37
50,Vendas,29,2,3,Product Management,49
46,Engenharia,38,7,7,Desenvolvimento Full Stack,32
53,Vendas,22,10,9,Data Science,40
44,Administração,27,3,2,Product Management,45
31,Educação,8,10,1,Data Science,58
36,Direito,25,2,2,Cybersecurity,47
33,Atendimento,22,6,10,Desenvolvimento Full Stack,50
18,Vendas,17,7,3,UX/UI Design,53
29,Saúde,9,1,4,UX/UI Design,67
36,Administração,6,9,9,Data Science,62
55,Vendas,33,9,7,Data Science,41
51,Administração,6,8,4,Data Science,56
33,Administração,23,6,2,UX/UI Design,51
49,Administração,5,10,3,Data Science,60
48,Engenharia,31,1,1,UX/UI Design,50
55,Saúde,14,1,3,UX/UI Design,61
37,Atendimento,24,3,4,Cybersecurity,49
28,Atendimento,14,5,8,Desenvolvimento Full Stack,58
25,Direito,6,10,3,Data Science,55
39,Vendas,24,7,6,UX/UI Design,48
55,Saúde,16,4,3,UX/UI Design,59
20,Saúde,21,1,4,UX/UI Design,58
41,Educação,32,8,6,Data Science,38
21,Saúde,21,1,3,UX/UI Design,53
48,Administração,7,1,5,Product Management,68
54,Atendimento,30,9,6,Data Science,44
34,Vendas,12,7,10,Desenvolvimento Full Stack,57
26,Educação,11,1,4,UX/UI Design,64
22,Direito,30,4,6,Cybersecurity,49
24,Atendimento,11,7,7,Desenvolvimento Full Stack,61
42,Educação,27,2,2,UX/UI Design,50
18,Administração,36,10,9,Data Science,35
30,Direito,27,8,9,Data Science,45
51,Engenharia,36,9,10,Data Science,33
23,Educação,7,10,5,Data Science,53
46,Atendimento,27,9,6,Data Science,40
25,Administração,7,5,7,Desenvolvimento Full Stack,65
54,Saúde,37,3,2,UX/UI Design,40
55,Atendimento,23,8,7,Data Science,49
18,Engenharia,19,4,7,UX/UI Design,55
52,Educação,23,6,3,UX/UI Design,45
31,Educação,20,2,7,UX/UI Design,58
44,Engenharia,10,10,3,Data Science,55
52,Engenharia,8,8,1,Data Science,60
53,Vendas,10,8,10,Data Science,59
49,Vendas,15,4,3,Product Management,59
52,Direito,23,2,9,Cybersecurity,48
35,Saúde,37,7,5,UX/UI Design,32
52,Saúde,9,3,1,UX/UI Design,59
48,Saúde,24,4,4,UX/UI Design,49
45,Administração,20,5,3,UX/UI Design,54
37,Saúde,12,10,9,Data Science,50
41,Direito,29,5,4,Cybersecurity,41
32,Saúde,12,1,2,UX/UI Design,63
30,Vendas,23,3,3,Product Management,50
42,Direito,6,3,3,Cybersecurity,61
47,Vendas,10,3,10,Product Management,61
53,Direito,17,7,2,Cybersecurity,56
45,Administração,27,3,10,Product Management,47
25,Direito,24,1,1,Cybersecurity,51
45,Engenharia,27,1,7,UX/UI Design,50
23,Engenharia,7,9,3,Data Science,54
23,Atendimento,7,8,5,Data Science,63
49,Administração,24,1,8,Product Management,55
34,Atendimento,13,8,10,Data Science,49
21,Educação,16,6,2,UX/UI Design,49
54,Educação,9,1,7,UX/UI Design,70
36,Vendas,6,2,4,Product Management,68
54,Educação,28,2,3,UX/UI Design,50
50,Administração,20,2,7,Product Management,53
18,Atendimento,24,1,1,Cybersecurity,57
28,Vendas,23,2,8,Product Management,48
20,Administração,25,4,3,Product Management,53
55,Direito,10,1,1,Cybersecurity,64
55,Educação,18,9,9,Data Science,47
22,Engenharia,14,10,5,Data Science,55
20,Direito,37,3,1,Cybersecurity,37
40,Engenharia,24,3,1,UX/UI Design,49
44,Educação,22,8,4,Data Science,51
36,Educação,28,6,7,Desenvolvimento Full Stack,41
32,Administração,18,5,3,UX/UI Design,55
34,Direito,33,8,6,Data Science,42
52,Administração,15,10,4,Data Science,54
30,Engenharia,24,6,8,Desenvolvimento Full Stack,46
22,Saúde,32,10,9,Data Science,34
33,Educação,10,6,2,UX/UI Design,61
55,Administração,12,3,2,Product Management,65
33,Atendimento,35,6,5,Cybersecurity,40
34,Engenharia,5,3,7,UX/UI Design,62
47,Engenharia,31,2,7,UX/UI Design,46
44,Direito,13,7,8,Desenvolvimento Full Stack,58
51,Engenharia,6,8,7,Data Science,63
25,Vendas,38,7,9,Desenvolvimento Full Stack,34
26,Direito,16,7,4,Cybersecurity,53
33,Direito,33,4,2,Cybersecurity,45
26,Atendimento,28,2,8,Cybersecurity,45
30,Saúde,21,4,5,UX/UI Design,56
47,Atendimento,33,9,6,Data Science,38
47,Administração,38,9,5,Data Science,35
48,Saúde,5,8,6,Data Science,59
23,Vendas,21,5,4,UX/UI Design,54
49,Administração,13,2,4,Product Management,56
33,Engenharia,34,1,6,UX/UI Design,42
44,Engenharia,38,7,8,Desenvolvimento Full Stack,36
41,Educação,29,10,9,Data Science,41
37,Engenharia,29,6,6,UX/UI Design,46
46,Direito,5,4,5,Cybersecurity,66
51,Direito,14,1,8,Cybersecurity,62
49,Saúde,17,3,6,UX/UI Design,58
21,Administração,24,3,2,Product Management,53
46,Administração,29,6,6,UX/UI Design,44
22,Vendas,20,7,4,UX/UI Design,54
24,Educação,19,2,7,UX/UI Design,56
35,Administração,32,6,7,Desenvolvimento Full Stack,39
54,Engenharia,31,6,10,Desenvolvimento Full Stack,40
34,Saúde,35,5,2,UX/UI Design,41
26,Atendimento,13,4,2,Cybersecurity,54
55,Engenharia,26,7,5,UX/UI Design,42
41,Atendimento,11,9,5,Data Science,50
39,Administração,16,3,1,Product Management,61
21,Educação,38,9,3,Data Science,36
49,Educação,19,3,2,UX/UI Design,58
23,Direito,5,7,3,Cybersecurity,58
52,Direito,40,8,2,Data Science,34
28,Vendas,12,9,3,Data Science,52
25,Saúde,37,2,2,UX/UI Design,43
42,Saúde,9,7,3,UX/UI Design,63
35,Administração,18,3,8,Product Management,55
18,Atendimento,27,2,9,Cybersecurity,53
22,Engenharia,23,7,7,Desenvolvimento Full Stack,47
51,Atendimento,7,5,6,Cybersecurity,59
50,Educação,6,4,2,UX/UI Design,68
34,Vendas,30,7,3,UX/UI Design,40
50,Direito,11,8,9,Data Science,55
39,Atendimento,34,8,7,Data Science,41
33,Educação,39,2,5,UX/UI Design,35
50,Direito,16,7,3,Cybersecurity,57
46,Saúde,28,3,5,UX/UI Design,52
25,Educação,38,8,6,Data Science,32
52,Vendas,8,2,2,Product Management,65
30,Administração,27,1,4,Product Management,54
26,Atendimento,6,7,10,Desenvolvimento Full Stack,58
33,Saúde,16,6,9,Desenvolvimento Full Stack,57
33,Vendas,39,3,7,Product Management,41
29,Direito,18,10,9,Data Science,52
51,Direito,24,5,10,Desenvolvimento Full Stack,50
48,Direito,25,1,3,Cybersecurity,49
33,Direito,22,10,6,Data Science,43
40,Vendas,20,3,2,Product Management,52
32,Administração,26,7,3,UX/UI Design,43
22,Atendimento,32,4,4,Cybersecurity,45
40,Direito,18,8,4,Data Science,47
18,Educação,11,7,2,UX/UI Design,58
25,Direito,39,3,3,Cybersecurity,39
19,Atendimento,32,5,3,Cybersecurity,41
23,Educação,39,6,8,Desenvolvimento Full Stack,37
46,Atendimento,29,2,7,Cybersecurity,50
29,Administração,39,4,4,Product Management,35
43,Administração,39,8,1,Data Science,35
38,Saúde,14,7,1,UX/UI Design,58
19,Vendas,32,1,1,Product Management,42
36,Engenharia,40,7,9,Desenvolvimento Full Stack,30
26,Engenharia,17,2,8,UX/UI Design,54
40,Atendimento,34,1,3,Cybersecurity,47
35,Atendimento,40,3,3,Cybersecurity,38
46,Direito,26,1,4,Cybersecurity,49
21,Atendimento,17,10,6,Data Science,45
35,Administração,11,9,3,Data Science,56
42,Saúde,21,1,9,UX/UI Design,52
47,Vendas,22,4,9,Product Management,52
25,Administração,22,1,2,Product Management,52
41,Educação,38,1,2,UX/UI Design,44
53,Engenharia,33,9,1,Data Science,36
31,Saúde,5,1,6,UX/UI Design,66
49,Educação,11,7,5,UX/UI Design,57
55,Vendas,16,9,5,Data Science,46
54,Direito,22,5,3,Cybersecurity,45
40,Direito,35,6,5,Cybersecurity,37
50,Administração,30,3,8,Product Management,43
37,Engenharia,6,3,6,UX/UI Design,61
30,Direito,37,4,9,Cybersecurity,43
48,Administração,33,3,2,Product Management,45
37,Direito,22,4,10,Cybersecurity,52
47,Saúde,13,6,10,Desenvolvimento Full Stack,54
47,Administração,28,8,4,Data Science,44
44,Atendimento,29,10,1,Data Science,43
26,Direito,35,2,3,Cybersecurity,40
48,Atendimento,25,6,10,Desenvolvimento Full Stack,45
54,Saúde,16,1,3,UX/UI Design,59
43,Vendas,36,10,10,Data Science,36
24,Saúde,29,4,5,UX/UI Design,42
38,Vendas,35,3,9,Product Management,43
54,Administração,6,10,7,Data Science,54
48,Engenharia,37,4,8,UX/UI Design,44
50,Vendas,19,8,4,Data Science,44
25,Educação,22,2,1,UX/UI Design,50
44,Atendimento,39,1,1,Cybersecurity,45
53,Vendas,36,1,3,Product Management,39
30,Educação,8,3,5,UX/UI Design,67
18,Administração,13,2,3,Product Management,58
53,Direito,28,7,5,Cybersecurity,45
47,Engenharia,13,9,9,Data Science,57
28,Engenharia,10,8,3,Data Science,52
31,Saúde,25,8,8,Data Science,47
36,Saúde,9,5,6,UX/UI Design,64
31,Administração,30,3,2,Product Management,49
21,Educação,30,9,2,Data Science,38
49,Direito,11,8,5,Data Science,57
48,Engenharia,36,8,4,Data Science,40
34,Vendas,23,6,3,UX/UI Design,48
54,Saúde,12,10,9,Data Science,55
49,Direito,15,8,6,Data Science,49
47,Atendimento,28,3,8,Cybersecurity,46
37,Saúde,25,2,1,UX/UI Design,55
47,Direito,31,10,4,Data Science,33
48,Direito,16,6,1,Cybersecurity,56
48,Vendas,36,6,10,Desenvolvimento Full Stack,40
38,Vendas,18,1,4,Product Management,54
40,Educação,27,5,5,UX/UI Design,48
48,Saúde,17,7,3,UX/UI Design,56
45,Educação,31,10,8,Data Science,42
36,Atendimento,32,1,8,Cybersecurity,49
34,Saúde,21,1,2,UX/UI Design,60
33,Engenharia,29,7,8,Desenvolvimento Full Stack,39
25,Administração,21,6,1,UX/UI Design,46
48,Saúde,35,7,8,Desenvolvimento Full Stack,40
46,Vendas,30,6,1,UX/UI Design,43
50,Atendimento,31,9,4,Data Science,41
23,Administração,14,6,3,UX/UI Design,56
32,Vendas,14,10,4,Data Science,50
32,Engenharia,12,6,7,Desenvolvimento Full Stack,56
28,Administração,35,2,1,Product Management,43
54,Direito,6,8,10,Data Science,55
51,Administração,36,7,9,Desenvolvimento Full Stack,32
31,Engenharia,27,10,1,Data Science,36
37,Engenharia,40,6,2,UX/UI Design,38
24,Administração,40,3,1,Product Management,36
35,Vendas,5,9,4,Data Science,63
29,Educação,5,4,3,UX/UI Design,63
26,Vendas,31,1,10,Product Management,43
46,Engenharia,25,4,2,UX/UI Design,45
23,Administração,25,6,2,UX/UI Design,50
49,Atendimento,11,4,3,Cybersecurity,58
31,Engenharia,15,9,2,Data Science,50
53,Vendas,22,3,3,Product Management,53
38,Atendimento,7,5,4,Cybersecurity,65
45,Educação,9,5,6,UX/UI Design,63
48,Engenharia,35,5,6,UX/UI Design,41
43,Engenharia,21,8,3,Data Science,42
31,Saúde,28,6,6,UX/UI Design,41
28,Vendas,18,1,1,Product Management,59
18,Atendimento,6,3,1,Cybersecurity,66
29,Administração,33,3,4,Product Management,41
48,Direito,40,5,4,Cybersecurity,36
32,Engenharia,25,3,8,UX/UI Design,47
48,Educação,34,2,4,UX/UI Design,46
52,Atendimento,7,9,8,Data Science,61
22,Saúde,27,5,6,UX/UI Design,43
31,Atendimento,18,7,7,Desenvolvimento Full Stack,50
48,Atendimento,17,7,8,Desenvolvimento Full Stack,48
45,Saúde,17,1,10,UX/UI Design,57
18,Administração,27,2,3,Product Management,45
29,Engenharia,26,3,10,UX/UI Design,51
54,Saúde,13,3,6,UX/UI Design,63
53,Saúde,34,6,1,UX/UI Design,39
34,Atendimento,40,7,3,Cybersecurity,35
50,Vendas,7,7,3,UX/UI Design,62
18,Saúde,20,10,10,Data Science,41
29,Engenharia,30,5,6,UX/UI Design,47
53,Administração,33,7,3,UX/UI Design,39
35,Educação,31,7,2,UX/UI Design,43
18,Direito,19,1,6,Cybersecurity,60
27,Saúde,36,3,4,UX/UI Design,42
55,Atendimento,40,10,5,Data Science,30
43,Saúde,14,6,6,UX/UI Design,54
42,Vendas,35,6,1,UX/UI Design,38
23,Engenharia,28,6,7,Desenvolvimento Full Stack,46
35,Direito,36,4,4,Cybersecurity,41
43,Administração,38,8,10,Data Science,35
40,Direito,35,3,8,Cybersecurity,39
55,Engenharia,35,6,8,Desenvolvimento Full Stack,39
38,Atendimento,21,3,7,Cybersecurity,53
23,Engenharia,11,1,4,UX/UI Design,63
20,Direito,17,2,7,Cybersecurity,53
25,Engenharia,9,7,9,Desenvolvimento Full Stack,53
25,Vendas,15,8,7,Data Science,52
44,Direito,18,6,5,Cybersecurity,56
44,Engenharia,24,5,10,Desenvolvimento Full Stack,50
36,Educação,23,3,10,UX/UI Design,56
32,Atendimento,27,2,9,Cybersecurity,53
35,Direito,19,8,6,Data Science,48
47,Saúde,19,6,5,UX/UI Design,55
54,Engenharia,10,3,4,UX/UI Design,58
47,Saúde,28,5,10,Desenvolvimento Full Stack,46
21,Direito,9,10,2,Data Science,51
45,Administração,26,10,5,Data Science,46
47,Direito,18,8,10,Data Science,52
36,Educação,39,3,5,UX/UI Design,40
24,Vendas,8,10,3,Data Science,53
18,Educação,31,2,9,UX/UI Design,46
33,Direito,34,7,1,Cybersecurity,39
40,Administração,30,3,7,Product Management,44
32,Atendimento,13,1,9,Cybersecurity,67
52,Educação,39,2,10,UX/UI Design,40
42,Administração,35,3,4,Product Management,44
43,Atendimento,7,8,7,Data Science,62
54,Direito,28,2,4,Cybersecurity,50
31,Atendimento,14,3,10,Cybersecurity,56
18,Educação,18,5,1,UX/UI Design,55
26,Atendimento,11,7,5,Cybersecurity,52
49,Educação,19,6,6,UX/UI Design,49
27,Direito,20,2,3,Cybersecurity,51
44,Educação,29,8,8,Data Science,40
21,Engenharia,19,2,3,UX/UI Design,55
45,Atendimento,40,7,9,Desenvolvimento Full Stack,29
51,Educação,6,2,4,UX/UI Design,69
46,Engenharia,15,2,9,UX/UI Design,63
52,Atendimento,36,3,6,Cybersecurity,36
30,Saúde,14,1,1,UX/UI Design,58
49,Vendas,31,2,4,Product Management,46
34,Saúde,12,9,5,Data Science,54
50,Educação,22,3,3,UX/UI Design,48
48,Engenharia,9,10,8,Data Science,56
37,Vendas,31,3,3,Product Management,50
37,Saúde,10,7,1,UX/UI Design,56
39,Administração,33,10,5,Data Science,37
43,Engenharia,11,6,5,UX/UI Design,55
32,Atendimento,33,6,5,Cybersecurity,40
22,Direito,29,7,2,Cybersecurity,43
49,Administração,33,2,3,Product Management,44
42,Engenharia,26,8,1,Data Science,48
33,Direito,15,8,3,Data Science,52
26,Administração,29,1,7,Product Management,54
34,Administração,5,9,4,Data Science,54
27,Direito,28,3,2,Cybersecurity,50
43,Administração,17,4,10,Product Management,57
35,Administração,25,9,3,Data Science,44
31,Engenharia,11,10,2,Data Science,56
20,Administração,28,1,5,Product Management,52
48,Engenharia,27,10,1,Data Science,39
38,Atendimento,25,10,5,Data Science,46
46,Educação,30,2,9,UX/UI Design,44
30,Educação,24,7,3,UX/UI Design,42
31,Administração,34,2,7,Product Management,45
33,Educação,40,8,5,Data Science,28
33,Saúde,22,8,1,Data Science,48
35,Educação,20,1,3,UX/UI Design,52
30,Atendimento,25,6,10,Desenvolvimento Full Stack,47
38,Atendimento,8,10,4,Data Science,59
50,Educação,15,7,8,Desenvolvimento Full Stack,53
47,Engenharia,37,7,9,Desenvolvimento Full Stack,32
50,Engenharia,5,2,5,UX/UI Design,71
50,Vendas,9,1,6,Product Management,69
40,Vendas,38,8,3,Data Science,36
26,Administração,20,9,5,Data Science,47
25,Engenharia,19,10,4,Data Science,45
25,Atendimento,39,8,2,Data Science,37
50,Engenharia,20,1,6,UX/UI Design,61
32,Saúde,37,4,7,UX/UI Design,37
37,Saúde,16,5,9,Desenvolvimento Full Stack,53
22,Saúde,20,3,10,UX/UI Design,59
20,Direito,17,7,3,Cybersecurity,50
20,Direito,5,1,1,Cybersecurity,65
49,Direito,35,1,7,Cybersecurity,45
45,Atendimento,24,6,1,Cybersecurity,49
51,Saúde,22,7,6,UX/UI Design,52
26,Direito,29,9,1,Data Science,35
43,Engenharia,28,3,9,UX/UI Design,47
37,Saúde,28,4,7,UX/UI Design,49
46,Direito,22,5,9,Desenvolvimento Full Stack,54
55,Saúde,7,8,8,Data Science,56
22,Saúde,32,7,9,Desenvolvimento Full Stack,43
55,Engenharia,15,7,1,UX/UI Design,49
46,Administração,39,1,4,Product Management,41
40,Saúde,21,2,10,UX/UI Design,52
37,Saúde,6,6,8,Desenvolvimento Full Stack,64
37,Vendas,25,2,5,Product Management,52
22,Engenharia,22,6,3,UX/UI Design,45
54,Atendimento,31,1,9,Cybersecurity,43
51,Atendimento,27,1,2,Cybersecurity,52
55,Engenharia,5,9,8,Data Science,57
23,Vendas,6,5,4,UX/UI Design,66
22,Administração,38,5,8,Desenvolvimento Full Stack,34
30,Direito,23,9,7,Data Science,44
51,Vendas,14,1,9,Product Management,56
30,Administração,33,1,3,Product Management,47
47,Engenharia,21,1,9,UX/UI Design,51
40,Direito,38,10,10,Data Science,30
46,Administração,30,8,9,Data Science,41
21,Engenharia,19,1,7,UX/UI Design,60
29,Educação,25,9,8,Data Science,39
38,Educação,23,8,8,Data Science,42
20,Educação,27,6,10,Desenvolvimento Full Stack,45
32,Atendimento,30,5,5,Cybersecurity,44
27,Educação,32,8,7,Data Science,37
48,Vendas,7,2,4,Product Management,62
40,Direito,32,10,2,Data Science,40
45,Saúde,40,7,8,Desenvolvimento Full Stack,32
21,Educação,5,8,7,Data Science,62
32,Direito,17,6,10,Desenvolvimento Full Stack,55
44,Direito,7,9,2,Data Science,55
35,Direito,7,7,1,Cybersecurity,56
42,Vendas,38,3,1,Product Management,40
27,Administração,32,4,4,Product Management,44
44,Administração,24,2,8,Product Management,51
51,Saúde,17,1,2,UX/UI Design,61
31,Administração,38,9,7,Data Science,37
30,Educação,32,8,10,Data Science,42
43,Atendimento,37,9,10,Data Science,36
43,Administração,13,1,8,Product Management,64
23,Vendas,40,1,10,Product Management,45
39,Saúde,24,2,3,UX/UI Design,52
55,Educação,20,3,6,UX/UI Design,51
25,Educação,18,3,4,UX/UI Design,57
36,Saúde,26,9,5,Data Science,46
47,Vendas,37,9,3,Data Science,33
50,Saúde,25,8,10,Data Science,43
49,Educação,14,3,5,UX/UI Design,62
21,Engenharia,15,3,9,UX/UI Design,57
46,Engenharia,20,3,7,UX/UI Design,52
47,Direito,26,8,8,Data Science,47
21,Atendimento,35,6,7,Desenvolvimento Full Stack,42
26,Administração,20,3,6,Product Management,54
28,Atendimento,21,9,7,Data Science,42
50,Atendimento,20,5,7,Desenvolvimento Full Stack,51
28,Educação,18,1,10,UX/UI Design,57
26,Educação,38,7,7,Desenvolvimento Full Stack,31
29,Direito,14,10,6,Data Science,51
